logFC	AveExpr	t	P.Value	adj.P.Val	B	Significance	ID
C7orf63	-1.86254425797211	2.01832061953863	-19.4455427934845	1.56509846402927e-71	1.213721694877e-69	152.094129735876	Downregulated	C7orf63
SKP1	-0.702307542720695	8.25583897662691	-19.4560060599077	1.35058637623859e-71	1.05282428610224e-69	152.045456822642	Not Significant	SKP1
E2F3	1.05776018037426	4.85325110933218	19.4411715681037	1.66449479326052e-71	1.28414915313042e-69	151.894392868403	Upregulated	E2F3
TMBIM4	-0.941145935983575	6.39222446128522	-19.4140090974529	2.43999138599576e-71	1.87278723457428e-69	151.454926065351	Not Significant	TMBIM4
UQCRH	0.928570315377865	6.3296127823999	19.4096761323825	2.59343923490953e-71	1.98040841984137e-69	151.39017877248	Not Significant	UQCRH
SPEF1	-2.65886894480856	0.340557096999017	-19.4066735436366	2.70538841830063e-71	2.05540855110181e-69	151.357496594377	Downregulated	SPEF1
SRD5A1	1.43132540973224	3.93805267817367	19.3937464969608	3.24513562432391e-71	2.44070074820381e-69	151.295764628106	Upregulated	SRD5A1
FAM198B	-1.8613082787322	7.3780302030729	-19.3949864225985	3.18901157174259e-71	2.41060283809451e-69	151.186783149023	Downregulated	FAM198B
GIN1	-0.706957703982436	2.78515120415263	-19.332539299789	7.67329892852124e-71	5.74231325315887e-69	150.514135243917	Not Significant	GIN1
C14orf45	-1.32177073590624	3.77677288487174	-19.3232128738917	8.74754110264406e-71	6.48140830115216e-69	150.334892568954	Downregulated	C14orf45
FAM114A2	-0.726539410953477	4.56794066936514	-19.3277766113116	8.20431857731041e-71	6.10915602719428e-69	150.334200152179	Not Significant	FAM114A2
KCNN4	2.21156453336307	3.77776981668893	19.3133108777174	1.00528281302876e-70	7.33954529883e-69	150.180700021593	Upregulated	KCNN4
RSPH1	-2.18493081923511	2.26352936600723	-19.3067964970009	1.10158628833347e-70	7.96494781521116e-69	150.158865119497	Downregulated	RSPH1
RSU1	0.948589920043042	6.26982407652181	19.3168424495869	9.56637097021659e-71	7.05319577887841e-69	150.090187639211	Not Significant	RSU1
NUP93	0.810398178037032	5.50898188005396	19.3133278319866	1.00504347465666e-70	7.33954529883e-69	150.064686374747	Not Significant	NUP93
FAM136A	0.769509921103201	5.44329441942745	19.311638845025	1.02916808980091e-70	7.47745572817976e-69	150.044237151458	Not Significant	FAM136A
MEMO1	0.783709162572674	4.4456043392171	19.3032563475161	1.1577289043174e-70	8.29077919182702e-69	149.990409791673	Not Significant	MEMO1
SERPINA11	-5.75411105279469	1.3348714641488	-19.3059666027279	1.11449852414652e-70	8.01956702447161e-69	149.971514401381	Downregulated	SERPINA11
SRPK1	0.900962631772926	6.21862774792668	19.2707860515693	1.82613610590388e-70	1.30151329033635e-68	149.446064831247	Not Significant	SRPK1
BCAM	-1.75574499102469	7.96678354496865	-19.2703648131815	1.83696072315445e-70	1.30302327694089e-68	149.442299510589	Downregulated	BCAM
JOSD1	0.606253811649844	6.20074850968829	19.2651908981815	1.97525870344854e-70	1.3945140101186e-68	149.367344543712	Not Significant	JOSD1
PLOD1	1.03830449566921	7.43045256086585	19.262404414277	2.05399870626562e-70	1.44329571064214e-68	149.322849941507	Upregulated	PLOD1
CCDC96	-1.42807074115145	2.28789392920131	-19.2030474278417	4.72020724285984e-70	3.2707102686983e-68	148.712764328705	Downregulated	CCDC96
BHLHE40	-1.29236305550726	8.67891480424909	-19.2112169751795	4.209739107255e-70	2.94426005692923e-68	148.623279186023	Downregulated	BHLHE40
REEP6	-2.69804163054323	5.18945360975493	-19.2048864153215	4.60016029396267e-70	3.20235344742974e-68	148.611532510244	Downregulated	REEP6
LRTOMT	-1.06365326458675	4.00971192995006	-19.1958414580867	5.22151314341621e-70	3.60140033260416e-68	148.536607909881	Downregulated	LRTOMT
CDC20	1.76038771928783	4.78052057786508	19.1916523589165	5.53701976229842e-70	3.80149425606974e-68	148.409305888569	Upregulated	CDC20
BTG3	1.46616580572919	4.04309089269952	19.1796048685884	6.55449964994427e-70	4.4795066785715e-68	148.293473786795	Upregulated	BTG3
SUSD3	-3.00361457131434	4.66403590084657	-19.1655740613086	7.97696832805515e-70	5.37798580927934e-68	148.09810874155	Downregulated	SUSD3
KIAA0040	-1.32533564569188	6.96760485544916	-19.1731758836296	7.1717831595068e-70	4.87909447946992e-68	148.078861722382	Downregulated	KIAA0040
PHGDH	2.19715274740223	5.51062531620559	19.1676382345615	7.74980513546895e-70	5.24847662726533e-68	148.03832261081	Upregulated	PHGDH
ATP8B1	-1.32271408974554	6.46232579103943	-19.1312979706504	1.28853428030128e-69	8.64820294765439e-68	147.500935039504	Downregulated	ATP8B1
UCK2	0.971681553744685	4.67695871874907	19.1225008764873	1.45719961486824e-69	9.73656546238076e-68	147.448827030256	Not Significant	UCK2
RBM17	0.686799325775215	6.29925426608853	19.100051144807	1.99435054961081e-69	1.32664198560111e-67	147.06004332141	Not Significant	RBM17
MGC3771	-1.35966071368632	-0.467833611425292	-19.0703336972831	3.02058615688427e-69	2.00040323053482e-67	146.532243128628	Downregulated	MGC3771
EFCAB6	-1.89922921348571	0.723916332542105	-19.0426960451562	4.4427160680731e-69	2.91640927152851e-67	146.385794059953	Downregulated	EFCAB6
UGP2	0.675724684071656	6.90233256577045	19.0518130385869	3.91189947817589e-69	2.57926869999377e-67	146.381947202583	Not Significant	UGP2
KIAA0020	0.890296327055399	5.13613834949636	19.0337003665586	5.03688778027557e-69	3.29201307455827e-67	146.182289609749	Not Significant	KIAA0020
CCDC82	1.17744273048132	3.28896310408014	18.9966690617667	8.44204326192169e-69	5.46978621217238e-67	145.802431421206	Upregulated	CCDC82
KIAA0232	-0.920387678155496	6.20235186842121	-18.9974340884442	8.35249268888259e-69	5.43529382932634e-67	145.639345909369	Not Significant	KIAA0232
KIAA1467	-2.12188242210557	5.84712912189816	-18.9761988179183	1.12290395992355e-68	7.24418257248954e-67	145.380509405552	Downregulated	KIAA1467
IFT140	-1.14333091053462	5.44444591873385	-18.9757255089822	1.13033341191469e-68	7.26081552623485e-67	145.371712429679	Downregulated	IFT140
RGS22	-4.25040962455372	0.432914187282536	-18.9635290383806	1.33966142538829e-68	8.56868057854125e-67	145.177828959039	Downregulated	RGS22
LBR	1.13740274397442	5.29741174975214	18.9368070047153	1.94350987132699e-68	1.23256407814199e-66	144.8277767479	Upregulated	LBR
MKL2	-1.11406402869926	6.70110388555969	-18.9326131939111	2.06033462372869e-68	1.30114043516233e-66	144.731256172698	Downregulated	MKL2
C6orf115	1.16273958802278	5.23075286411847	18.9232779109418	2.34616727590002e-68	1.47542376547881e-66	144.644934968634	Upregulated	C6orf115
SCNN1A	-2.24584120706287	6.33391379222816	-18.9194907680822	2.47311495654197e-68	1.54874943742944e-66	144.572830540529	Downregulated	SCNN1A
FAM134B	-1.98458313148223	4.82272487788593	-18.913964654957	2.67075634879106e-68	1.66555042801482e-66	144.570835173648	Downregulated	FAM134B
WDR65	-2.73560504407263	-1.38114377184097	-18.9369863075887	1.93866527746025e-68	1.23256407814199e-66	144.400413715153	Downregulated	WDR65
CTPS	1.05132706530728	5.06821174835347	18.8963971067135	3.40997552530739e-68	2.11772214470024e-66	144.280124243587	Upregulated	CTPS
CCDC74B	-2.55692183953549	2.23956670233506	-18.8793837961757	4.31993211075051e-68	2.66075818525115e-66	144.22070142468	Downregulated	CCDC74B
STAC	2.55211916633502	0.0885910826504822	18.8727328856585	4.73830703924574e-68	2.9064853055898e-66	144.016890095175	Upregulated	STAC
TUBA3E	-3.93742930472281	-0.952192589343526	-18.8949694254466	3.47834925431721e-68	2.15125840038701e-66	143.975523978065	Downregulated	TUBA3E
ABLIM3	-2.11343208694487	4.47066243885009	-18.8640047462287	5.34931434985275e-68	3.26788521935698e-66	143.905047457855	Downregulated	ABLIM3
PDE7A	1.09459057782393	5.46469413293794	18.8553303032424	6.03445130015704e-68	3.67144848005896e-66	143.689674796833	Upregulated	PDE7A
RPIA	0.655678059637882	4.50540982937319	18.8472487125147	6.75134443736312e-68	4.08797035231776e-66	143.639072698095	Not Significant	RPIA
HPDL	2.51052013290543	-0.100419157789204	18.8470109117673	6.7736797446035e-68	4.08797035231776e-66	143.631428636061	Upregulated	HPDL
C1orf64	-6.73458126548359	2.17169234200922	-18.841019587348	7.36141088644147e-68	4.42482878463331e-66	143.565934589579	Downregulated	C1orf64
ODC1	1.27929947145901	5.48530623136288	18.8387016558689	7.60221460689975e-68	4.55129384085874e-66	143.459624310727	Upregulated	ODC1
TSPAN13	-1.38603034664351	8.00916269310605	-18.835383377015	7.96069037315183e-68	4.74691843884316e-66	143.387361144364	Downregulated	TSPAN13
ENO1	1.0479921900392	9.70920518127641	18.8163716286205	1.03649668302213e-67	6.15604994237787e-66	143.155791331133	Upregulated	ENO1
ECE2	1.26597513783098	3.42817911441898	18.7959840193617	1.37537125535824e-67	8.13643540669833e-66	143.015790745851	Upregulated	ECE2
TMC4	-1.55267948369615	6.35782019752337	-18.7780312886955	1.76420238364212e-67	1.03955972740045e-65	142.604150802168	Downregulated	TMC4
SYTL2	-1.86219594495086	6.04112770261215	-18.7737467981536	1.87217551460447e-67	1.09885689910138e-65	142.560318436055	Downregulated	SYTL2
CENPA	1.76541276240493	2.40750282718687	18.7586048917194	2.30939547924885e-67	1.34493082248707e-65	142.547165523422	Upregulated	CENPA
RNASEH1	0.734605806303608	3.77931017132777	18.7594500256276	2.28250455270684e-67	1.33446272032669e-65	142.485145734859	Not Significant	RNASEH1
PDHA1	0.715506229868888	6.08831426506867	18.7480781127408	2.67206789416759e-67	1.55011008418629e-65	142.18198605616	Not Significant	PDHA1
KLHDC9	-2.04003142648696	2.77430744617654	-18.7265036959441	3.60270134545786e-67	2.07390888605645e-65	142.10451632447	Downregulated	KLHDC9
PNPLA4	-1.1286581598745	4.7202386066667	-18.7316378131414	3.3554468396805e-67	1.93903370075282e-65	142.040944678843	Downregulated	PNPLA4
PHOSPHO2	-1.12600812574536	2.16386618580806	-18.7147843351854	4.23737231065913e-67	2.42991384573315e-65	141.950601013467	Downregulated	PHOSPHO2
RGMA	2.13343474318434	3.15490604567056	18.7081154726982	4.64715500936375e-67	2.65473164218119e-65	141.812400327033	Upregulated	RGMA
CCDC30	-1.28494562956181	2.22519072265811	-18.6938245655294	5.66338075185615e-67	3.20209603315944e-65	141.662239076378	Downregulated	CCDC30
LRRC48	-2.13841129578009	1.52773732910933	-18.6937463973199	5.66950924558864e-67	3.20209603315944e-65	141.64096894053	Downregulated	LRRC48
SEPSECS	-0.854973549984752	3.97775276857484	-18.698248823097	5.32707968912629e-67	3.03157420939746e-65	141.634302106139	Not Significant	SEPSECS
C2orf77	-1.399333815736	2.55947893902928	-18.6904225405191	5.93632187311281e-67	3.32767526123144e-65	141.611463583446	Downregulated	C2orf77
KLHDC1	-1.36543316450097	1.23078066061563	-18.6886687022599	6.08212035778447e-67	3.39668266399105e-65	141.558765264214	Downregulated	KLHDC1
BAI2	-2.33317161172526	4.15989548844187	-18.6915711980545	5.84272869854018e-67	3.2875233244756e-65	141.546006952306	Downregulated	BAI2
KRT16	4.42068531169621	1.68214450520702	18.6641184699197	8.54104541665358e-67	4.71711537826768e-65	141.251428502895	Upregulated	KRT16
FAM63A	-1.17802753221575	5.610208935478	-18.66945873108	7.93311232631858e-67	4.41393651256543e-65	141.125571556528	Downregulated	FAM63A
KIAA0141	-0.618835231090225	5.6700811815634	-18.6656686543804	8.359934277451e-67	4.634190234467e-65	141.064212267259	Not Significant	KIAA0141
ZNF695	2.11698659617189	0.945288580910856	18.6466824691959	1.08687932259487e-66	5.97838065285954e-65	140.985622668961	Upregulated	ZNF695
APH1B	-1.17033513800448	4.54235770314894	-18.6464441852604	1.09046430028105e-66	5.97838065285954e-65	140.881229667557	Downregulated	APH1B
SALL2	-1.58934789564153	4.3188389265175	-18.6278908623093	1.40908672299558e-66	7.69700765805651e-65	140.64712603172	Downregulated	SALL2
CCDC103	-1.44521035224333	2.68223400881351	-18.6137193201088	1.71370666884758e-66	9.25958401178402e-65	140.553876118428	Downregulated	CCDC103
FMNL2	1.25622017760722	4.80201447682062	18.6235098067086	1.49698655912866e-66	8.14741739290135e-65	140.52877943615	Upregulated	FMNL2
CENPN	1.18554608587057	3.92901707238984	18.6133043158964	1.7235550430699e-66	9.27929796029756e-65	140.45709969997	Upregulated	CENPN
F7	-3.68485892136316	1.10561142814596	-18.6106456011508	1.7880025932033e-66	9.59176874999062e-65	140.440871960965	Downregulated	F7
LRRC50	-2.68294323259883	-0.0414830173622681	-18.6186368212899	1.60119980856788e-66	8.68302809233168e-65	140.406302581913	Downregulated	LRRC50
AMD1	1.03499880887761	6.2639440130548	18.6097084825409	1.8112872090181e-66	9.68197702049068e-65	140.27092877612	Upregulated	AMD1
COQ7	-0.765972294903599	4.77771871789334	-18.5999541755373	2.07237523827934e-66	1.10381637691555e-64	140.216846182204	Not Significant	COQ7
NDUFAF4	0.900722519726205	3.4553458171648	18.5913027021631	2.33520686355354e-66	1.23939862151794e-64	140.194963205901	Not Significant	NDUFAF4
C9orf152	-2.58584890644018	4.06732268444164	-18.5905810855377	2.35857784047051e-66	1.2473793123082e-64	140.167621738719	Downregulated	C9orf152
FUT8	-1.24311009129963	5.85910654096721	-18.5616292526483	3.51642251316407e-66	1.85317942797629e-64	139.629698504715	Downregulated	FUT8
IGFALS	-3.35953910975982	0.337776973315741	-18.5541062394633	3.90077124375009e-66	2.04852081421781e-64	139.577578973279	Downregulated	IGFALS
USP6NL	0.939327447834255	4.80091539124401	18.5479879852474	4.24405985466622e-66	2.21326982037593e-64	139.489832542877	Not Significant	USP6NL
STK38	0.773339848384603	6.03315934387007	18.5524486124593	3.99094316010143e-66	2.0885470726307e-64	139.488044375725	Not Significant	STK38
TCEAL1	-1.47168395088717	4.7262391351439	-18.5440165713947	4.48286791559823e-66	2.32969041988745e-64	139.465855677879	Downregulated	TCEAL1
GLS2	-1.93410174579347	1.36887012545272	-18.5047580603414	7.6991376982898e-66	3.98730082803818e-64	139.043567635948	Downregulated	GLS2
ROPN1	4.63563578872207	-2.02208853297313	18.463885259157	1.35124333034495e-65	6.97381342250791e-64	138.103746355639	Upregulated	ROPN1
FBXL5	-0.754956762091489	6.905511942903	-18.4504986489378	1.62437871040264e-65	8.35466534659666e-64	138.077204623483	Not Significant	FBXL5
KCNG1	3.45800379897417	-0.315915476160513	18.4355434171009	1.99515624478454e-65	1.01916394251502e-63	137.995310464132	Upregulated	KCNG1
RASAL1	3.12073990556564	0.216467667916736	18.4196887867671	2.48083750317971e-65	1.25866762407087e-63	137.842092127595	Upregulated	RASAL1
PGR	-4.84905795526832	4.71361990596882	-18.4109391939689	2.79769029267745e-65	1.409866350522e-63	137.719883114525	Downregulated	PGR
ENPP1	-1.74583402107999	6.128653406326	-18.4210056347449	2.43635618993538e-65	1.24030418689669e-63	137.702029170779	Downregulated	ENPP1
GRIK3	-3.60584417194156	2.87274797889028	-18.4030747228758	3.11680755920964e-65	1.56541136707016e-63	137.669084300526	Downregulated	GRIK3
TPSG1	-4.19246241706986	-1.65486294141925	-18.4398151194943	1.88137960631195e-65	9.64335909851746e-64	137.644107945912	Downregulated	TPSG1
HSD17B4	-0.957538122033657	6.88963786103534	-18.4131189946196	2.71516203517642e-65	1.37289966825965e-63	137.5663340235	Not Significant	HSD17B4
KCNK5	2.41790789468953	2.70117350224097	18.3906364867264	3.69728050854399e-65	1.85074238700261e-63	137.482432297661	Upregulated	KCNK5
MID1	1.80398906237376	3.0710496770326	18.3753036556638	4.56333866261276e-65	2.2766496587775e-63	137.252834772544	Upregulated	MID1
TBX19	1.26592367334002	1.55496317863267	18.3616083600374	5.50668642658314e-65	2.73815866268006e-63	137.108576916841	Upregulated	TBX19
LRRC56	-1.68229514250359	2.67152024935772	-18.3500970307117	6.4485396307192e-65	3.18532318986714e-63	136.946007674917	Downregulated	LRRC56
C10orf116	-2.31831647957582	5.70929354741631	-18.3520639899966	6.2769115272865e-65	3.11081241155288e-63	136.789138359271	Downregulated	C10orf116
GTPBP4	0.826199812546161	6.1541750518325	18.3475285530571	6.67972394177277e-65	3.28866540251687e-63	136.676183723924	Not Significant	GTPBP4
TMEM25	-1.30717387462628	5.42543624186033	-18.33766554196	7.6469848523206e-65	3.75253843556336e-63	136.58467380078	Downregulated	TMEM25
ULBP3	2.34883485297189	-1.14572261509305	18.3362029442506	7.80186304607419e-65	3.81602889577099e-63	136.431408449638	Upregulated	ULBP3
CDCA2	1.71320580987977	2.73042856244594	18.3053667456656	1.19045783284277e-64	5.80377276356929e-63	136.320546220687	Upregulated	CDCA2
PSMB2	0.688015326949658	6.65371727454323	18.3046334032223	1.20247632860589e-64	5.84333221111829e-63	136.081402285209	Not Significant	PSMB2
CCDC48	-2.47419632064586	1.66802715520188	-18.2748610303161	1.80765288990707e-64	8.69940218753671e-63	135.918915915248	Downregulated	CCDC48
DAZAP2	-0.523880236721581	8.34869711360557	-18.2911274347065	1.4467911588169e-64	7.00780688479369e-63	135.908906536031	Not Significant	DAZAP2
IGF1R	-1.94485704741861	7.36670191621579	-18.2785052616913	1.71969930026131e-64	8.30281917000353e-63	135.733200784316	Downregulated	IGF1R
TIGD6	-0.639943104537627	3.46048520284405	-18.2604366385043	2.20210364939272e-64	1.05299953100514e-62	135.6750813359	Not Significant	TIGD6
PSME4	0.861997225691354	7.09424831997985	18.2719100299213	1.88215430801299e-64	9.02891138718923e-63	135.63369720178	Not Significant	PSME4
IGFBP4	-1.30927630965859	9.25257634037436	-18.2443738221944	2.74320695322957e-64	1.30756619327984e-62	135.288516309293	Downregulated	IGFBP4
TMEM144	-1.22999622873205	4.47737014919584	-18.2373053427927	3.02159128829829e-64	1.43114420291014e-62	135.282631366345	Downregulated	TMEM144
TPBG	-1.13121558173959	6.03828041672017	-18.2415231107313	2.85225845277423e-64	1.35523023056101e-62	135.240382761104	Downregulated	TPBG
FBXO36	-1.28615847669658	2.87095484258857	-18.2187610644259	3.8933698266456e-64	1.83823552666892e-62	135.147702310452	Downregulated	FBXO36
LRP8	1.66543669160706	2.68139256323916	18.2028766831574	4.83705724832617e-64	2.26238236986555e-62	134.927184520187	Upregulated	LRP8
LRIG1	-1.21270493522773	7.39901264413393	-18.2128439254396	4.22125701716329e-64	1.98677842062525e-62	134.832331279422	Downregulated	LRIG1
CIRBP	-0.970599950557883	7.88270404225711	-18.2110955120899	4.32331563430136e-64	2.02843464258898e-62	134.811229318052	Not Significant	CIRBP
RBM38	1.18436816192871	4.92027494277057	18.1914645772357	5.65293617299843e-64	2.6357475296345e-62	134.606391729201	Upregulated	RBM38
NT5C2	0.760578047732024	5.99007718397059	18.1910287788902	5.68667856942764e-64	2.64324590523676e-62	134.545640103038	Not Significant	NT5C2
CAPN8	-4.30769733093311	2.30331713979641	-18.1679417302881	7.79359924275133e-64	3.61135603301112e-62	134.473790408926	Downregulated	CAPN8
C9orf64	-0.873274647967189	4.52987193532302	-18.1663501580867	7.96473069560534e-64	3.67926309633102e-62	134.305998421002	Not Significant	C9orf64
GPN1	0.55472122558661	5.51927579406027	18.156931875265	9.0569843566582e-64	4.15815597748783e-62	134.100097655044	Not Significant	GPN1
RBM47	-0.983780676959548	6.99668798436947	-18.1576133002599	8.97317189241926e-64	4.13235272965659e-62	134.079091460223	Not Significant	RBM47
